cui1,rel,cui2,rela,sab
C0019521,RO,A31684027,may_treat,MED-RT
C0019521,RO,A31741222,may_treat,MED-RT
C0019521,RO,A21075656,may_treat,MED-RT
C0019521,RO,A31751153,may_treat,MED-RT
C0019521,RO,A10336911,may_treat,MED-RT
C0019521,RO,A31766851,may_treat,MED-RT
C0019521,RO,A31750829,may_treat,MED-RT
C0019537,RO,A31763139,contraindicated_with_disease,MED-RT
C0019537,RO,A31692854,contraindicated_with_disease,MED-RT
C0019537,RO,A31711058,may_prevent,MED-RT
C0019537,RO,A31685252,contraindicated_with_disease,MED-RT
C0019537,RO,A31652840,contraindicated_with_disease,MED-RT
C0019537,RO,A31721230,contraindicated_with_disease,MED-RT
C0019562,RO,A33413538,may_treat,MED-RT
C0019572,RO,A31762959,may_treat,MED-RT
C0019572,RO,A31767344,may_treat,MED-RT
C0019572,RO,A31741518,may_treat,MED-RT
C0019590,RO,A31702311,contraindicated_class_of,MED-RT
C0019590,RO,A31690707,contraindicated_class_of,MED-RT
C0019590,RO,A31713490,contraindicated_class_of,MED-RT
C0019590,RO,A31636750,contraindicated_class_of,MED-RT
C0019590,RO,A31690817,contraindicated_class_of,MED-RT
C0019592,RO,A10336819,contraindicated_class_of,MED-RT
C0019613,RO,A30136122,may_treat,MED-RT
C0019613,RO,A30136123,may_treat,MED-RT
C0019618,RO,A31692560,may_treat,MED-RT
C0019618,RO,A31630095,may_treat,MED-RT
C0019618,RO,A31734423,may_treat,MED-RT
C0019618,RO,A16788068,may_treat,MED-RT
C0019621,RO,A31750688,may_treat,MED-RT
C0019654,RO,A0051521,has_contraindicated_drug,MED-RT
C0019654,RO,A28934458,therapeutic_class_of,MED-RT
C0019655,RO,A31660575,may_treat,MED-RT
C0019655,RO,A31710683,may_treat,MED-RT
C0019655,RO,A31694656,may_treat,MED-RT
C0019655,RO,A31747435,may_treat,MED-RT
C0019655,RO,A31706897,may_treat,MED-RT
C0019655,RO,A31663445,may_treat,MED-RT
C0019655,RO,A31626652,may_treat,MED-RT
C0019655,RO,A33639666,may_treat,MED-RT
C0019682,RO,A10387352,may_treat,MED-RT
C0019682,RO,A31759725,may_treat,MED-RT
C0019682,RO,A31687070,may_treat,MED-RT
C0019693,RO,A31638436,may_prevent,MED-RT
C0019693,RO,A31638436,may_treat,MED-RT
C0019693,RO,A31660284,contraindicated_with_disease,MED-RT
C0019693,RO,A31682113,may_prevent,MED-RT
C0019693,RO,A31682113,may_treat,MED-RT
C0019693,RO,A31693530,may_prevent,MED-RT
C0019693,RO,A31693530,may_treat,MED-RT
C0019693,RO,A31764174,may_prevent,MED-RT
C0019693,RO,A31764174,may_treat,MED-RT
C0019693,RO,A31642860,may_prevent,MED-RT
C0019693,RO,A31642860,may_treat,MED-RT
C0019693,RO,A31695155,may_treat,MED-RT
C0019693,RO,A31765780,may_prevent,MED-RT
C0019693,RO,A31765780,may_treat,MED-RT
C0019693,RO,A31735843,may_prevent,MED-RT
C0019693,RO,A31735843,may_treat,MED-RT
C0019693,RO,A10435977,may_prevent,MED-RT
C0019693,RO,A10435977,may_treat,MED-RT
C0019693,RO,A31702607,may_prevent,MED-RT
C0019693,RO,A31702607,may_treat,MED-RT
C0019693,RO,A10340609,may_prevent,MED-RT
C0019693,RO,A10340609,may_treat,MED-RT
C0019693,RO,A10340650,may_prevent,MED-RT
C0019693,RO,A10340650,may_treat,MED-RT
C0019693,RO,A16790793,may_prevent,MED-RT
C0019693,RO,A16790793,may_treat,MED-RT
C0019693,RO,A10381442,may_prevent,MED-RT
C0019693,RO,A10381442,may_treat,MED-RT
C0019693,RO,A31654878,contraindicated_with_disease,MED-RT
C0019693,RO,A31759725,may_prevent,MED-RT
C0019693,RO,A31759725,may_treat,MED-RT
C0019693,RO,A29271717,may_prevent,MED-RT
C0019693,RO,A29271717,may_treat,MED-RT
C0019693,RO,A14206242,may_prevent,MED-RT
C0019693,RO,A14206242,may_treat,MED-RT
C0019693,RO,A31664608,may_prevent,MED-RT
C0019693,RO,A31664608,may_treat,MED-RT
C0019693,RO,A13089483,may_treat,MED-RT
C0019693,RO,A21264548,may_prevent,MED-RT
C0019693,RO,A21264548,may_treat,MED-RT
C0019693,RO,A25782212,may_treat,MED-RT
C0019693,RO,A28938348,may_prevent,MED-RT
C0019693,RO,A28938348,may_treat,MED-RT
C0019693,RO,A28941441,may_prevent,MED-RT
C0019693,RO,A28941441,may_treat,MED-RT
C0019693,RO,A28934476,may_prevent,MED-RT
C0019693,RO,A28934476,may_treat,MED-RT
C0019693,RO,A28939437,may_prevent,MED-RT
C0019693,RO,A28939437,may_treat,MED-RT
C0019693,RO,A20898024,may_prevent,MED-RT
C0019693,RO,A20898024,may_treat,MED-RT
C0019693,RO,A28937480,may_prevent,MED-RT
C0019693,RO,A28937480,may_treat,MED-RT
C0019693,RO,A19306709,may_prevent,MED-RT
C0019693,RO,A19306709,may_treat,MED-RT
C0019693,RO,A20892584,may_treat,MED-RT
C0019693,RO,A23057756,may_prevent,MED-RT
C0019693,RO,A23057756,may_treat,MED-RT
C0019693,RO,A28938380,may_prevent,MED-RT
C0019693,RO,A28938380,may_treat,MED-RT
C0019693,RO,A23060526,may_treat,MED-RT
C0019693,RO,A32457302,may_prevent,MED-RT
C0019693,RO,A32457302,may_treat,MED-RT
C0019693,RO,A26446214,may_prevent,MED-RT
C0019693,RO,A26446214,may_treat,MED-RT
C0019693,RO,A32632890,may_treat,MED-RT
C0019693,RO,A28930941,may_prevent,MED-RT
C0019693,RO,A28930941,may_treat,MED-RT
C0019693,RO,A32274469,may_treat,MED-RT
C0019693,RO,A28930371,may_prevent,MED-RT
C0019693,RO,A28930371,may_treat,MED-RT
C0019693,RO,A29228383,may_prevent,MED-RT
C0019693,RO,A29228383,may_treat,MED-RT
C0019693,RO,A32274879,may_treat,MED-RT
C0019693,RO,A32633633,may_treat,MED-RT
C0019693,RO,A36019127,may_treat,MED-RT
C0019693,RO,A36186388,contraindicated_with_disease,MED-RT
C0019693,RO,A37384185,contraindicated_with_disease,MED-RT
C0019693,RO,A37383066,contraindicated_with_disease,MED-RT
C0019693,RO,A37383608,contraindicated_with_disease,MED-RT
C0019693,RO,A37383609,contraindicated_with_disease,MED-RT
C0019704,RO,A31670362,may_treat,MED-RT
C0019704,RO,A35260529,may_treat,MED-RT
C0019704,RO,A35259530,may_treat,MED-RT
C0019829,RO,A31686107,may_treat,MED-RT
C0019829,RO,A31651478,may_treat,MED-RT
C0019829,RO,A31635819,may_treat,MED-RT
C0019829,RO,A31636699,may_treat,MED-RT
C0019829,RO,A31689308,may_treat,MED-RT
C0019829,RO,A31637402,may_treat,MED-RT
C0019829,RO,A31759282,may_treat,MED-RT
C0019829,RO,A31743315,may_treat,MED-RT
C0019829,RO,A31693983,may_treat,MED-RT
C0019829,RO,A31694897,may_treat,MED-RT
C0019829,RO,A31747138,may_treat,MED-RT
C0019829,RO,A31644731,may_treat,MED-RT
C0019829,RO,A31628593,may_treat,MED-RT
C0019829,RO,A31630095,may_treat,MED-RT
C0019829,RO,A31734423,may_treat,MED-RT
C0019829,RO,A31682108,may_treat,MED-RT
C0019829,RO,A31647562,may_treat,MED-RT
C0019829,RO,A10337970,may_treat,MED-RT
C0019829,RO,A31747151,may_treat,MED-RT
C0019829,RO,A10338133,may_treat,MED-RT
C0019829,RO,A31734440,may_treat,MED-RT
C0019829,RO,A31633149,may_treat,MED-RT
C0019829,RO,A31651296,may_treat,MED-RT
C0019829,RO,A16790795,may_treat,MED-RT
C0019829,RO,A36392834,may_treat,MED-RT
C0019829,RO,A19732176,may_treat,MED-RT
C0019829,RO,A31685869,may_treat,MED-RT
C0019829,RO,A19606592,may_treat,MED-RT
C0019829,RO,A24141821,may_treat,MED-RT
C0019829,RO,A37821164,may_treat,MED-RT
C0019880,RO,A31668359,may_treat,MED-RT
C0019880,RO,A31678586,may_treat,MED-RT
C0019880,RO,A16794390,may_treat,MED-RT
C0020179,RO,A31684027,may_treat,MED-RT
C0020179,RO,A31748084,may_treat,MED-RT
C0020179,RO,A31748334,may_treat,MED-RT
C0020179,RO,A31628849,may_treat,MED-RT
C0020179,RO,A31210286,may_treat,MED-RT
C0020179,RO,A16790594,may_treat,MED-RT
C0020192,RO,A31659908,contraindicated_with_disease,MED-RT
C0020196,RO,A0051521,has_contraindicated_drug,MED-RT
C0020196,RO,A30275428,therapeutic_class_of,MED-RT
C0020197,RO,A0116952,has_contraindicated_drug,MED-RT
C0020197,RO,A30275422,therapeutic_class_of,MED-RT
C0020217,RO,A31660284,may_treat,MED-RT
C0020217,RO,A31654878,may_treat,MED-RT
C0020223,RO,A28939656,therapeutic_class_of,MED-RT
C0020223,RO,A0070926,has_contraindicated_drug,MED-RT
C0020223,RO,A0112023,has_contraindicated_drug,MED-RT
C0020223,RO,A12989983,has_contraindicated_drug,MED-RT
C0020261,RO,A10338270,contraindicated_class_of,MED-RT
C0020261,RO,A0025378,has_contraindicated_drug,MED-RT
C0020261,RO,A28939656,therapeutic_class_of,MED-RT
C0020261,RO,A0051521,has_contraindicated_drug,MED-RT
C0020261,RO,A0104436,has_contraindicated_drug,MED-RT
C0020261,RO,A26669932,has_contraindicated_drug,MED-RT
C0020261,RO,A0121097,has_contraindicated_class,MED-RT
C0020264,RO,A0027339,has_contraindicated_drug,MED-RT
C0020264,RO,A0051521,has_contraindicated_drug,MED-RT
C0020264,RO,A0075114,has_contraindicated_drug,MED-RT
C0020264,RO,A0111413,has_contraindicated_drug,MED-RT
C0020264,RO,A28939450,has_contraindicated_physiologic_effect,MED-RT
C0020264,RO,A30275408,therapeutic_class_of,MED-RT
C0020268,RO,A28936840,therapeutic_class_of,MED-RT
C0020268,RO,A0047252,has_contraindicated_drug,MED-RT
C0020268,RO,A0051521,has_contraindicated_drug,MED-RT
C0020268,RO,A0116938,has_contraindicated_drug,MED-RT
C0020268,RO,A0129263,has_contraindicated_drug,MED-RT
C0020268,RO,A0291473,has_contraindicated_drug,MED-RT
C0020273,RO,A0025378,has_contraindicated_drug,MED-RT
C0020273,RO,A28939656,therapeutic_class_of,MED-RT
C0020273,RO,A0051521,has_contraindicated_drug,MED-RT
C0020273,RO,A0104436,has_contraindicated_drug,MED-RT
C0020273,RO,A26669932,has_contraindicated_drug,MED-RT
C0020273,RO,A0121097,has_contraindicated_class,MED-RT
C0020281,RO,A28936620,therapeutic_class_of,MED-RT
C0020281,RO,A0051521,has_contraindicated_drug,MED-RT
C0020306,RO,A0051521,has_contraindicated_drug,MED-RT
C0020306,RO,A0121214,has_contraindicated_drug,MED-RT
C0020306,RO,A30275428,therapeutic_class_of,MED-RT
C0020316,RO,A0051521,has_contraindicated_drug,MED-RT
C0020316,RO,A30275370,therapeutic_class_of,MED-RT
C0020316,RO,A30275406,therapeutic_class_of,MED-RT
C0020336,RO,A28941299,therapeutic_class_of,MED-RT
C0020336,RO,A28938338,therapeutic_class_of,MED-RT
C0020336,RO,A0051521,has_contraindicated_drug,MED-RT
C0020336,RO,A0132924,has_contraindicated_drug,MED-RT
C0020352,RO,A0018905,has_contraindicated_drug,MED-RT
C0020352,RO,A0025378,has_contraindicated_drug,MED-RT
C0020352,RO,A0031546,has_contraindicated_drug,MED-RT
C0020352,RO,A0042919,has_contraindicated_drug,MED-RT
C0020352,RO,A0043734,has_contraindicated_drug,MED-RT
C0020352,RO,A0051521,has_contraindicated_drug,MED-RT
C0020352,RO,A12985263,has_contraindicated_drug,MED-RT
C0020352,RO,A0094526,has_contraindicated_drug,MED-RT
C0020352,RO,A26641794,has_contraindicated_drug,MED-RT
C0020352,RO,A28934504,has_contraindicated_physiologic_effect,MED-RT
C0020352,RO,A30275399,therapeutic_class_of,MED-RT
C0020388,RO,A28934458,therapeutic_class_of,MED-RT
C0020388,RO,A30275428,therapeutic_class_of,MED-RT
C0020402,RO,A0023661,has_contraindicated_drug,MED-RT
C0020402,RO,A28935811,therapeutic_class_of,MED-RT
C0020402,RO,A0051521,has_contraindicated_drug,MED-RT
C0020402,RO,A0091971,has_contraindicated_drug,MED-RT
C0020402,RO,A0104436,has_contraindicated_drug,MED-RT
C0020402,RO,A0125740,has_contraindicated_drug,MED-RT
C0020404,RO,A0051521,has_contraindicated_drug,MED-RT
C0020404,RO,A0104490,has_contraindicated_drug,MED-RT
C0020404,RO,A30275421,therapeutic_class_of,MED-RT
C0020406,RO,A28937598,therapeutic_class_of,MED-RT
C0020413,RO,A31658119,may_treat,MED-RT
C0020428,RO,A31722406,contraindicated_with_disease,MED-RT
C0020428,RO,A31657487,contraindicated_with_disease,MED-RT
C0020428,RO,A31767344,may_treat,MED-RT
C0020428,RO,A10336904,contraindicated_with_disease,MED-RT
C0020428,RO,A31672200,contraindicated_with_disease,MED-RT
C0020428,RO,A10337537,contraindicated_with_disease,MED-RT
C0020428,RO,A10337747,contraindicated_with_disease,MED-RT
C0020428,RO,A31760496,contraindicated_with_disease,MED-RT
C0020428,RO,A10337922,contraindicated_with_disease,MED-RT
C0020428,RO,A24111996,contraindicated_with_disease,MED-RT
C0020428,RO,A31676173,contraindicated_with_disease,MED-RT
C0020428,RO,A31641482,contraindicated_with_disease,MED-RT
C0020428,RO,A31711249,contraindicated_with_disease,MED-RT
C0020428,RO,A10338135,contraindicated_with_disease,MED-RT
C0020428,RO,A31764791,contraindicated_with_disease,MED-RT
C0020428,RO,A10339496,contraindicated_with_disease,MED-RT
C0020428,RO,A10338561,contraindicated_with_disease,MED-RT
C0020428,RO,A10338566,contraindicated_with_disease,MED-RT
C0020428,RO,A31631423,contraindicated_with_disease,MED-RT
C0020428,RO,A16788143,contraindicated_with_disease,MED-RT
C0020428,RO,A31652829,contraindicated_with_disease,MED-RT
C0020428,RO,A31652833,contraindicated_with_disease,MED-RT
C0020428,RO,A10347833,contraindicated_with_disease,MED-RT
C0020428,RO,A31740832,contraindicated_with_disease,MED-RT
C0020428,RO,A31758501,contraindicated_with_disease,MED-RT
C0020428,RO,A31758502,contraindicated_with_disease,MED-RT
C0020428,RO,A31741158,contraindicated_with_disease,MED-RT
C0020428,RO,A31636777,contraindicated_with_disease,MED-RT
C0020428,RO,A24114065,contraindicated_with_disease,MED-RT
C0020428,RO,A18505392,contraindicated_with_disease,MED-RT
C0020428,RO,A31651421,contraindicated_with_disease,MED-RT
C0020428,RO,A31720934,contraindicated_with_disease,MED-RT
C0020433,RO,A31676574,contraindicated_with_disease,MED-RT
C0020433,RO,A31661194,may_treat,MED-RT
C0020433,RO,A31765587,may_treat,MED-RT
C0020433,RO,A31678597,contraindicated_with_disease,MED-RT
C0020433,RO,A12929735,contraindicated_with_disease,MED-RT
C0020437,RO,A31719663,may_treat,MED-RT
C0020437,RO,A31739352,contraindicated_with_disease,MED-RT
C0020437,RO,A31652370,contraindicated_with_disease,MED-RT
C0020437,RO,A31669783,contraindicated_with_disease,MED-RT
C0020437,RO,A31722081,contraindicated_with_disease,MED-RT
C0020437,RO,A31687015,contraindicated_with_disease,MED-RT
C0020437,RO,A31722088,contraindicated_with_disease,MED-RT
C0020437,RO,A10336986,contraindicated_with_disease,MED-RT
C0020437,RO,A31759159,may_treat,MED-RT
C0020437,RO,A31725074,may_treat,MED-RT
C0020437,RO,A31725075,may_treat,MED-RT
C0020437,RO,A29794540,may_treat,MED-RT
C0020437,RO,A31639794,may_treat,MED-RT
C0020437,RO,A31657659,contraindicated_with_disease,MED-RT
C0020437,RO,A31650150,may_treat,MED-RT
C0020437,RO,A31660356,may_treat,MED-RT
C0020437,RO,A31642965,may_treat,MED-RT
C0020437,RO,A31747755,contraindicated_with_disease,MED-RT
C0020437,RO,A31643469,contraindicated_with_disease,MED-RT
C0020437,RO,A10338297,may_treat,MED-RT
C0020437,RO,A31696691,may_treat,MED-RT
C0020437,RO,A31662675,may_treat,MED-RT
C0020437,RO,A31733753,may_treat,MED-RT
C0020437,RO,A31751152,may_treat,MED-RT
C0020437,RO,A16796743,may_treat,MED-RT
C0020437,RO,A10337630,may_treat,MED-RT
C0020437,RO,A31664952,contraindicated_with_disease,MED-RT
C0020437,RO,A16788059,may_treat,MED-RT
C0020437,RO,A16790587,may_treat,MED-RT
C0020437,RO,A16790588,may_treat,MED-RT
C0020437,RO,A33590630,may_treat,MED-RT
C0020437,RO,A21259158,contraindicated_with_disease,MED-RT
C0020437,RO,A10338057,contraindicated_with_disease,MED-RT
C0020437,RO,A16793072,may_treat,MED-RT
C0020437,RO,A16793074,may_treat,MED-RT
C0020437,RO,A16791863,may_treat,MED-RT
C0020437,RO,A16790598,may_treat,MED-RT
C0020437,RO,A10337788,may_treat,MED-RT
C0020437,RO,A16790600,may_treat,MED-RT
C0020437,RO,A21439285,contraindicated_with_disease,MED-RT
C0020437,RO,A31675370,may_treat,MED-RT
C0020437,RO,A31658764,contraindicated_with_disease,MED-RT
C0020437,RO,A31641392,contraindicated_with_disease,MED-RT
C0020437,RO,A10336985,contraindicated_with_disease,MED-RT
C0020437,RO,A31658766,contraindicated_with_disease,MED-RT
C0020437,RO,A31711045,may_treat,MED-RT
C0020437,RO,A31763400,may_treat,MED-RT
C0020437,RO,A16791874,may_treat,MED-RT
C0020437,RO,A16793100,may_treat,MED-RT
C0020437,RO,A20927493,contraindicated_with_disease,MED-RT
C0020437,RO,A10350510,contraindicated_with_disease,MED-RT
C0020437,RO,A10339696,may_treat,MED-RT
C0020437,RO,A31733687,may_treat,MED-RT
C0020437,RO,A31698793,may_treat,MED-RT
C0020437,RO,A16796836,may_treat,MED-RT
C0020437,RO,A31687496,may_treat,MED-RT
C0020437,RO,A31685200,may_treat,MED-RT
C0020437,RO,A10336982,contraindicated_with_disease,MED-RT
C0020437,RO,A31723422,contraindicated_with_disease,MED-RT
C0020437,RO,A31741126,may_treat,MED-RT
C0020437,RO,A31723897,contraindicated_with_disease,MED-RT
C0020437,RO,A16788375,may_treat,MED-RT
C0020437,RO,A31684271,contraindicated_with_disease,MED-RT
C0020437,RO,A32635095,may_treat,MED-RT
C0020437,RO,A31701758,may_treat,MED-RT
C0020437,RO,A24115764,may_treat,MED-RT
C0020437,RO,A31704346,contraindicated_with_disease,MED-RT
C0020437,RO,A31720047,may_treat,MED-RT
C0020437,RO,A23830620,contraindicated_with_disease,MED-RT
C0020437,RO,A31701756,contraindicated_with_disease,MED-RT
C0020437,RO,A25778843,contraindicated_with_disease,MED-RT
C0020437,RO,A24117496,may_treat,MED-RT
C0020437,RO,A30077576,contraindicated_with_disease,MED-RT
C0020440,RO,A31673698,may_treat,MED-RT
C0020440,RO,A31747185,contraindicated_with_disease,MED-RT
C0020440,RO,A31714365,contraindicated_with_disease,MED-RT
C0020440,RO,A16789327,contraindicated_with_disease,MED-RT
C0020440,RO,A31660484,contraindicated_with_disease,MED-RT
C0020440,RO,A31713492,may_treat,MED-RT
C0020440,RO,A31757996,contraindicated_with_disease,MED-RT
C0020440,RO,A16027573,contraindicated_with_disease,MED-RT
C0020440,RO,A31748664,contraindicated_with_disease,MED-RT
C0020443,RO,A31758657,contraindicated_with_disease,MED-RT
C0020443,RO,A31636901,may_treat,MED-RT
C0020443,RO,A31706858,may_treat,MED-RT
C0020443,RO,A31741713,may_treat,MED-RT
C0020443,RO,A31759799,may_treat,MED-RT
C0020443,RO,A31728448,may_treat,MED-RT
C0020443,RO,A31642761,may_treat,MED-RT
C0020443,RO,A31695295,may_treat,MED-RT
C0020443,RO,A31643166,may_treat,MED-RT
C0020443,RO,A31696741,may_treat,MED-RT
C0020443,RO,A31731621,may_treat,MED-RT
C0020443,RO,A31679580,may_treat,MED-RT
C0020443,RO,A16795544,may_treat,MED-RT
C0020443,RO,A16793073,may_treat,MED-RT
C0020443,RO,A31760799,may_treat,MED-RT
C0020443,RO,A31692278,may_treat,MED-RT
C0020443,RO,A10337284,may_treat,MED-RT
C0020443,RO,A31657996,may_treat,MED-RT
C0020443,RO,A31712739,may_treat,MED-RT
C0020443,RO,A31748339,may_treat,MED-RT
C0020443,RO,A10338554,may_treat,MED-RT
C0020443,RO,A31698471,may_treat,MED-RT
C0020443,RO,A28251802,may_treat,MED-RT
C0020443,RO,A31685153,may_treat,MED-RT
C0020443,RO,A10381440,may_treat,MED-RT
C0020443,RO,A31722539,may_treat,MED-RT
C0020443,RO,A31705851,may_treat,MED-RT
C0020443,RO,A31671114,may_treat,MED-RT
C0020443,RO,A31723900,may_treat,MED-RT
C0020443,RO,A31741180,may_treat,MED-RT
C0020443,RO,A10408620,may_treat,MED-RT
C0020443,RO,A31707291,may_treat,MED-RT
C0020443,RO,A31759490,may_treat,MED-RT
C0020443,RO,A31742260,may_treat,MED-RT
C0020443,RO,A31725068,may_treat,MED-RT
C0020443,RO,A17028207,may_treat,MED-RT
C0020443,RO,A10413553,may_treat,MED-RT
C0020443,RO,A33444415,may_treat,MED-RT
C0020443,RO,A17021908,may_treat,MED-RT
C0020443,RO,A21086214,may_treat,MED-RT
C0020443,RO,A21086213,may_treat,MED-RT
C0020443,RO,A20841211,may_treat,MED-RT
C0020443,RO,A24845566,may_treat,MED-RT
C0020443,RO,A25753787,may_treat,MED-RT
C0020443,RO,A31668197,may_treat,MED-RT
C0020443,RO,A33641694,may_treat,MED-RT
C0020443,RO,A32633857,may_prevent,MED-RT
C0020443,RO,A28946725,may_treat,MED-RT
C0020443,RO,A28573947,may_treat,MED-RT
C0020443,RO,A32633354,may_prevent,MED-RT
C0020443,RO,A38240415,may_treat,MED-RT
C0020443,RO,A33640095,may_treat,MED-RT
C0020443,RO,A38236975,may_treat,MED-RT
C0020445,RO,A31720875,may_treat,MED-RT
C0020445,RO,A10413553,may_treat,MED-RT
C0020445,RO,A31627674,may_treat,MED-RT
C0020452,RO,A31730133,may_treat,MED-RT
C0020452,RO,A10337883,may_treat,MED-RT
C0020452,RO,A31711955,may_treat,MED-RT
C0020452,RO,A31765581,may_treat,MED-RT
