CUI1,CUI2,RELA,SAB
C0282140,C0021843,contraindicated_with_disease,MED-RT
C0282140,C0042963,contraindicated_with_disease,MED-RT
C0282141,C0000737,contraindicated_with_disease,MED-RT
C0282141,C0009806,may_prevent,MED-RT
C0282141,C0009806,may_treat,MED-RT
C0282141,C0021843,contraindicated_with_disease,MED-RT
C0282141,C0042963,contraindicated_with_disease,MED-RT
C0282144,C0003469,may_treat,MED-RT
C0282144,C0037383,may_treat,MED-RT
C0282144,C0042109,may_treat,MED-RT
C0282145,C0011175,contraindicated_with_disease,MED-RT
C0282145,C0011991,contraindicated_with_disease,MED-RT
C0282145,C0011991,may_prevent,MED-RT
C0282145,C0011991,may_treat,MED-RT
C0282145,C0022346,contraindicated_with_disease,MED-RT
C0282145,C0023895,contraindicated_with_disease,MED-RT
C0282151,C0020649,may_treat,MED-RT
C0282151,C0036974,may_treat,MED-RT
C0282151,C0042510,contraindicated_with_disease,MED-RT
C0282152,C0013404,contraindicated_with_disease,MED-RT
C0282152,C0014544,contraindicated_with_disease,MED-RT
C0282152,C0016196,contraindicated_with_disease,MED-RT
C0282152,C0018801,contraindicated_with_disease,MED-RT
C0282152,C0027868,contraindicated_with_disease,MED-RT
C0282152,C0032326,contraindicated_with_disease,MED-RT
C0282152,C0038454,contraindicated_with_disease,MED-RT
C0282152,C1956346,contraindicated_with_disease,MED-RT
C0282155,C0003175,may_treat,MED-RT
C0282155,C0008354,may_treat,MED-RT
C0282155,C0018190,may_treat,MED-RT
C0282155,C0023895,contraindicated_with_disease,MED-RT
C0282155,C0024530,may_prevent,MED-RT
C0282155,C0032064,may_treat,MED-RT
C0282155,C0035021,may_treat,MED-RT
C0282155,C0035793,may_treat,MED-RT
C0282155,C0040592,may_treat,MED-RT
C0282162,C0002438,may_treat,MED-RT
C0282179,C0017601,contraindicated_with_disease,MED-RT
C0282179,C0028754,may_treat,MED-RT
C0282179,C0036341,contraindicated_with_disease,MED-RT
C0282181,C0149931,may_prevent,MED-RT
C0282190,C0018801,contraindicated_with_disease,MED-RT
C0282198,C0018801,may_treat,MED-RT
C0282198,C0035439,contraindicated_with_disease,MED-RT
C0282198,C1956346,contraindicated_with_disease,MED-RT
C0282210,C0002962,contraindicated_with_disease,MED-RT
C0282210,C0003811,contraindicated_with_disease,MED-RT
C0282210,C0018790,may_treat,MED-RT
C0282210,C0040479,may_treat,MED-RT
C0282210,C0042510,may_treat,MED-RT
C0282211,C0002962,contraindicated_with_disease,MED-RT
C0282211,C0003811,contraindicated_with_disease,MED-RT
C0282211,C0018790,may_treat,MED-RT
C0282211,C0040479,may_treat,MED-RT
C0282211,C0042510,may_treat,MED-RT
C0282213,C0040021,may_treat,MED-RT
C0282221,C0009806,contraindicated_with_disease,MED-RT
C0282221,C0011991,contraindicated_with_disease,MED-RT
C0282221,C0011991,may_treat,MED-RT
C0282221,C0014836,contraindicated_with_disease,MED-RT
C0282221,C0036117,contraindicated_with_disease,MED-RT
C0282221,C1527298,contraindicated_with_disease,MED-RT
C0282221,C1527298,may_treat,MED-RT
C0282227,C0042963,may_prevent,MED-RT
C0282227,C0042963,may_treat,MED-RT
C0282231,C0020649,contraindicated_with_disease,MED-RT
C0282232,C0020621,contraindicated_with_disease,MED-RT
C0282232,C0024473,contraindicated_with_disease,MED-RT
C0282232,C0027412,may_treat,MED-RT
C0282233,C0017601,contraindicated_with_disease,MED-RT
C0282233,C0027404,may_treat,MED-RT
C0282233,C0028754,may_treat,MED-RT
C0282233,C0040517,contraindicated_with_disease,MED-RT
C0282233,C1263846,contraindicated_with_disease,MED-RT
C0282233,C1263846,may_treat,MED-RT
C0282239,C0002438,may_treat,MED-RT
C0282239,C0004623,may_prevent,MED-RT
C0282239,C0004623,may_treat,MED-RT
C0282239,C0017536,may_treat,MED-RT
C0282239,C0033740,may_prevent,MED-RT
C0282239,C0033740,may_treat,MED-RT
C0282239,C0035854,may_treat,MED-RT
C0282239,C0040921,may_prevent,MED-RT
C0282242,C0014836,may_treat,MED-RT
C0282242,C0042029,may_treat,MED-RT
C0282249,C0009421,contraindicated_with_disease,MED-RT
C0282249,C0036341,may_treat,MED-RT
C0282261,C0005686,may_prevent,MED-RT
C0282261,C0005686,may_treat,MED-RT
C0282261,C0021843,contraindicated_with_disease,MED-RT
C0282261,C0026896,may_treat,MED-RT
C0282261,C0031154,contraindicated_with_disease,MED-RT
C0282261,C0042075,contraindicated_with_disease,MED-RT
C0282261,C0080274,may_prevent,MED-RT
C0282261,C0080274,may_treat,MED-RT
C0282268,C0040021,may_treat,MED-RT
C0282274,C0021843,contraindicated_with_disease,MED-RT
C0282275,C0021843,contraindicated_with_disease,MED-RT
C0282275,C0023895,contraindicated_with_disease,MED-RT
C0282277,C0001144,may_treat,MED-RT
C0282277,C0004623,may_prevent,MED-RT
C0282277,C0004623,may_treat,MED-RT
C0282277,C0018081,may_treat,MED-RT
C0282277,C0033740,may_prevent,MED-RT
C0282277,C0033740,may_treat,MED-RT
C0282277,C0035585,may_treat,MED-RT
C0282292,C0002962,may_treat,MED-RT
C0282292,C0004245,contraindicated_with_disease,MED-RT
C0282292,C0018801,contraindicated_with_disease,MED-RT
C0282292,C0020649,contraindicated_with_disease,MED-RT
C0282292,C0034063,contraindicated_with_disease,MED-RT
C0282292,C0036980,contraindicated_with_disease,MED-RT
C0282303,C0009952,may_treat,MED-RT
C0282303,C0085605,contraindicated_with_disease,MED-RT
C0282304,C0017601,contraindicated_with_disease,MED-RT
C0282304,C0028754,may_treat,MED-RT
C0282321,C0002962,may_treat,MED-RT
C0282321,C0004245,contraindicated_with_disease,MED-RT
C0282321,C0018801,contraindicated_with_disease,MED-RT
C0282321,C0018801,may_treat,MED-RT
C0282321,C0020649,contraindicated_with_disease,MED-RT
C0282321,C0034063,contraindicated_with_disease,MED-RT
C0282321,C0036980,contraindicated_with_disease,MED-RT
C0282321,C0039240,may_treat,MED-RT
C0282321,C0042510,may_treat,MED-RT
C0282321,C0042514,may_treat,MED-RT
C0282321,C0149931,may_prevent,MED-RT
C0282330,C0033774,may_treat,MED-RT
C0282331,C0017536,may_treat,MED-RT
C0282331,C0024535,may_treat,MED-RT
C0282331,C0032326,may_prevent,MED-RT
C0282355,C0014836,may_treat,MED-RT
C0282355,C0022346,contraindicated_with_disease,MED-RT
C0282356,C0004623,may_prevent,MED-RT
C0282356,C0004623,may_treat,MED-RT
C0282356,C0010043,may_treat,MED-RT
C0282356,C0013447,may_treat,MED-RT
C0282356,C0036508,may_treat,MED-RT
C0282356,C0040592,may_treat,MED-RT
C0282378,C0001973,contraindicated_with_disease,MED-RT
C0282378,C0002940,contraindicated_with_disease,MED-RT
C0282378,C0013537,contraindicated_with_disease,MED-RT
C0282378,C0023418,contraindicated_with_disease,MED-RT
C0282378,C0023895,contraindicated_with_disease,MED-RT
C0282378,C0032914,contraindicated_with_disease,MED-RT
C0282378,C0033575,contraindicated_with_disease,MED-RT
C0282378,C0038454,may_prevent,MED-RT
C0282378,C0038454,may_treat,MED-RT
C0282378,C0042880,contraindicated_with_disease,MED-RT
C0282386,C0004623,may_prevent,MED-RT
C0282386,C0004623,may_treat,MED-RT
C0282386,C0014836,may_treat,MED-RT
C0282386,C0023241,may_treat,MED-RT
C0282386,C0024959,may_treat,MED-RT
C0282386,C0033740,may_prevent,MED-RT
C0282386,C0033740,may_treat,MED-RT
C0282386,C0036117,may_treat,MED-RT
C0282386,C0041327,may_treat,MED-RT
C0282386,C0042029,may_treat,MED-RT
C0282388,C0085605,contraindicated_with_disease,MED-RT
C0282391,C0004623,may_prevent,MED-RT
C0282391,C0004623,may_treat,MED-RT
C0282391,C0014836,may_treat,MED-RT
C0282391,C0018081,may_treat,MED-RT
C0282391,C0042029,may_treat,MED-RT
C0282391,C0242172,may_treat,MED-RT
C0282395,C0003869,may_treat,MED-RT
C0282395,C0042029,may_treat,MED-RT
C0282398,C0003469,contraindicated_with_disease,MED-RT
C0282398,C0014544,contraindicated_with_disease,MED-RT
C0282398,C0024530,may_prevent,MED-RT
C0282398,C0024530,may_treat,MED-RT
C0282398,C0024535,may_prevent,MED-RT
C0282398,C0024535,may_treat,MED-RT
C0282399,C0010823,may_prevent,MED-RT
C0282399,C0010823,may_treat,MED-RT
C0282399,C0027947,contraindicated_with_disease,MED-RT
C0282399,C0040034,contraindicated_with_disease,MED-RT
C0282471,C0019087,contraindicated_with_disease,MED-RT
C0282471,C0040034,contraindicated_with_disease,MED-RT
C0282471,C0151744,may_prevent,MED-RT
C0284906,C0004245,contraindicated_with_disease,MED-RT
C0284906,C0014544,may_treat,MED-RT
C0284941,C0001973,may_treat,MED-RT
C0286079,C0010823,may_prevent,MED-RT
C0286079,C0010823,may_treat,MED-RT
C0286185,C0002962,may_treat,MED-RT
C0286186,C0002962,may_treat,MED-RT
C0286382,C0030920,may_prevent,MED-RT
C0286382,C0030920,may_treat,MED-RT
C0286382,C4554531,may_treat,MED-RT
C0286650,C0023895,contraindicated_with_disease,MED-RT
C0286650,C0085605,contraindicated_with_disease,MED-RT
C0286650,C1956346,may_prevent,MED-RT
C0286650,C1956346,may_treat,MED-RT
C0286651,C0023895,contraindicated_with_disease,MED-RT
C0286651,C0085605,contraindicated_with_disease,MED-RT
C0286651,C1956346,may_prevent,MED-RT
C0286651,C1956346,may_treat,MED-RT
C0286737,C0023895,contraindicated_with_disease,MED-RT
C0286738,C0023895,contraindicated_with_disease,MED-RT
C0287041,C0011849,contraindicated_with_disease,MED-RT
C0287041,C0018801,may_treat,MED-RT
C0287041,C0020428,contraindicated_with_disease,MED-RT
C0287041,C0020649,contraindicated_with_disease,MED-RT
C0287573,C0004623,may_prevent,MED-RT
C0287573,C0004623,may_treat,MED-RT
C0287573,C0342788,contraindicated_with_disease,MED-RT
C0287707,C0036341,may_treat,MED-RT
C0288165,C0019693,may_prevent,MED-RT
C0288165,C0019693,may_treat,MED-RT
C0288171,C0020428,contraindicated_with_disease,MED-RT
C0288171,C0020649,contraindicated_with_disease,MED-RT
C0288672,C0040034,contraindicated_with_disease,MED-RT
C0288672,C0151744,may_prevent,MED-RT
C0288792,C0001144,may_treat,MED-RT
C0288792,C0033860,may_treat,MED-RT
C0289313,C0018801,contraindicated_with_disease,MED-RT
C0289313,C0023895,contraindicated_with_disease,MED-RT
C0290883,C0006142,contraindicated_with_disease,MED-RT
C0291140,C0017205,may_treat,MED-RT
C0291140,C0023895,may_treat,MED-RT
C0291140,C0037997,may_treat,MED-RT
C0291771,C0000737,may_treat,MED-RT
C0291771,C0009324,contraindicated_with_disease,MED-RT
C0291771,C0009806,contraindicated_with_disease,MED-RT
C0291771,C0010346,contraindicated_with_disease,MED-RT
C0291771,C0011991,may_treat,MED-RT
C0291771,C0021843,contraindicated_with_disease,MED-RT
C0291771,C0022104,may_treat,MED-RT
C0291771,C0023895,contraindicated_with_disease,MED-RT
C0291771,C0025162,contraindicated_with_disease,MED-RT
C0291772,C0000737,may_treat,MED-RT
C0291772,C0009324,contraindicated_with_disease,MED-RT
C0291772,C0009806,contraindicated_with_disease,MED-RT
C0291772,C0010346,contraindicated_with_disease,MED-RT
C0291772,C0011991,may_treat,MED-RT
C0291772,C0021843,contraindicated_with_disease,MED-RT
C0291772,C0022104,may_treat,MED-RT
C0291772,C0023895,contraindicated_with_disease,MED-RT
C0291772,C0025162,contraindicated_with_disease,MED-RT
C0293359,C0020456,may_treat,MED-RT
C0293359,C0020615,contraindicated_with_disease,MED-RT
C0296800,C0042109,may_treat,MED-RT
C0297268,C0019087,contraindicated_with_disease,MED-RT
C0297268,C0040034,contraindicated_with_disease,MED-RT
C0297269,C0019087,contraindicated_with_disease,MED-RT
C0297269,C0040034,contraindicated_with_disease,MED-RT
C0297635,C0038454,contraindicated_with_disease,MED-RT
C0297635,C0149931,may_treat,MED-RT
C0299792,C0036341,may_treat,MED-RT
C0301329,C0026946,may_treat,MED-RT
C0301331,C0026946,may_treat,MED-RT
C0301352,C0001144,may_treat,MED-RT
C0301352,C0033860,may_treat,MED-RT
C0301352,C0035854,may_treat,MED-RT
C0301352,C0036508,may_treat,MED-RT
C0301366,C0014877,may_treat,MED-RT
C0301366,C0017601,may_treat,MED-RT
C0301369,C0030920,may_treat,MED-RT
C0301369,C0037763,may_treat,MED-RT
C0301370,C0001973,contraindicated_with_disease,MED-RT
C0301370,C0017601,contraindicated_with_disease,MED-RT
C0301370,C0018681,may_treat,MED-RT
C0301370,C0023895,contraindicated_with_disease,MED-RT
C0301370,C0037763,may_treat,MED-RT
C0301373,C0008350,may_treat,MED-RT
C0301373,C0011991,may_treat,MED-RT
C0301373,C0013298,may_treat,MED-RT
C0301373,C0017152,may_treat,MED-RT
C0301373,C0022104,may_treat,MED-RT
C0301373,C0030920,may_treat,MED-RT
C0301374,C0009324,contraindicated_with_disease,MED-RT
C0301374,C0017601,contraindicated_with_disease,MED-RT
C0301374,C0021843,contraindicated_with_disease,MED-RT
C0301374,C0026896,contraindicated_with_disease,MED-RT
C0301374,C0030920,may_treat,MED-RT
C0301383,C0011175,contraindicated_with_disease,MED-RT
C0301383,C0018674,may_treat,MED-RT
C0301383,C0022660,may_prevent,MED-RT
C0301383,C0022660,may_treat,MED-RT
C0301383,C0028840,may_treat,MED-RT
C0301383,C0033575,may_treat,MED-RT
C0301383,C0034063,contraindicated_with_disease,MED-RT
C0301383,C0034063,may_treat,MED-RT
C0301421,C0033775,may_treat,MED-RT
C0301464,C0017168,may_treat,MED-RT
C0301464,C0018834,may_treat,MED-RT
C0301503,C0034494,may_prevent,MED-RT
C0301527,C0011175,contraindicated_with_disease,MED-RT
C0301527,C0020621,may_prevent,MED-RT
C0301527,C0020621,may_treat,MED-RT
C0301527,C0021843,contraindicated_with_disease,MED-RT
C0301556,C0001122,may_treat,MED-RT
C0302236,C0037379,may_treat,MED-RT
C0302583,C0002878,contraindicated_with_disease,MED-RT
C0302583,C0018995,contraindicated_with_disease,MED-RT
C0302583,C0162316,may_prevent,MED-RT
C0302583,C0162316,may_treat,MED-RT
C0303757,C0033860,may_treat,MED-RT
C0303757,C0036508,may_treat,MED-RT
C0303760,C0033860,may_treat,MED-RT
C0303760,C0036508,may_treat,MED-RT
C0304297,C0030920,contraindicated_with_disease,MED-RT
C0304297,C0042109,may_treat,MED-RT
C0304299,C0003469,may_treat,MED-RT
C0304299,C0010200,may_treat,MED-RT
C0304299,C0042109,may_treat,MED-RT
C0304299,C0042963,may_treat,MED-RT
C0304300,C0021843,contraindicated_with_disease,MED-RT
C0304300,C0030920,contraindicated_with_disease,MED-RT
C0304300,C0035460,may_treat,MED-RT
C0304304,C0042963,may_prevent,MED-RT
C0304304,C0042963,may_treat,MED-RT
C0304305,C0042963,may_prevent,MED-RT
C0304305,C0042963,may_treat,MED-RT
C0304311,C0001144,may_treat,MED-RT
C0304311,C0004623,may_prevent,MED-RT
C0304311,C0004623,may_treat,MED-RT
C0304311,C0040558,may_treat,MED-RT
C0304311,C0085605,contraindicated_with_disease,MED-RT
C0304315,C0040259,may_treat,MED-RT
C0304315,C0085605,contraindicated_with_disease,MED-RT
C0304352,C0010200,may_treat,MED-RT
C0304352,C0021843,contraindicated_with_disease,MED-RT
C0304359,C0085605,contraindicated_with_disease,MED-RT
C0304368,C1263846,may_treat,MED-RT
C0304369,C0007820,contraindicated_with_disease,MED-RT
C0304369,C0023895,contraindicated_with_disease,MED-RT
C0304369,C0038436,may_treat,MED-RT
C0304371,C0009421,contraindicated_with_disease,MED-RT
C0304371,C0011615,may_treat,MED-RT
C0304371,C0013595,may_treat,MED-RT
C0304371,C0022346,contraindicated_with_disease,MED-RT
C0304371,C0032026,may_treat,MED-RT
C0304371,C0033774,may_treat,MED-RT
C0304371,C0042109,may_treat,MED-RT
C0304371,C0162820,may_treat,MED-RT
C0304375,C0003469,may_treat,MED-RT
C0304375,C0005586,may_treat,MED-RT
C0304375,C0009421,contraindicated_with_disease,MED-RT
C0304375,C0023895,contraindicated_with_disease,MED-RT
C0304375,C0036341,may_treat,MED-RT
C0304376,C0019521,may_treat,MED-RT
C0304376,C0035400,contraindicated_with_disease,MED-RT
C0304376,C0042963,may_treat,MED-RT
C0304378,C0005779,contraindicated_with_disease,MED-RT
C0304378,C0009421,contraindicated_with_disease,MED-RT
C0304378,C0036341,may_treat,MED-RT
C0304381,C0003469,may_treat,MED-RT
C0304381,C0005779,contraindicated_with_disease,MED-RT
C0304381,C0009421,contraindicated_with_disease,MED-RT
C0304381,C0023895,contraindicated_with_disease,MED-RT
C0304381,C0036341,may_treat,MED-RT
C0304384,C0009421,contraindicated_with_disease,MED-RT
C0304384,C0036349,may_treat,MED-RT
C0304386,C0005779,contraindicated_with_disease,MED-RT
C0304386,C0009421,contraindicated_with_disease,MED-RT
C0304386,C0036341,may_treat,MED-RT
C0304390,C0009421,contraindicated_with_disease,MED-RT
C0304390,C0036341,may_treat,MED-RT
C0304411,C0021843,contraindicated_with_disease,MED-RT
C0304411,C0025162,contraindicated_with_disease,MED-RT
C0304422,C0009324,contraindicated_with_disease,MED-RT
C0304422,C0017601,contraindicated_with_disease,MED-RT
C0304422,C0021843,contraindicated_with_disease,MED-RT
C0304422,C0022104,may_treat,MED-RT
C0304422,C0025162,contraindicated_with_disease,MED-RT
C0304422,C0026896,contraindicated_with_disease,MED-RT
C0304422,C0030920,may_treat,MED-RT
C0304422,C0037763,may_treat,MED-RT
C0304422,C0040822,may_treat,MED-RT
C0304422,C0151744,contraindicated_with_disease,MED-RT
C0304423,C0017152,may_treat,MED-RT
C0304423,C0022104,may_treat,MED-RT
C0304423,C0030305,may_treat,MED-RT
C0304425,C0003811,contraindicated_with_disease,MED-RT
C0304425,C0020651,may_treat,MED-RT
C0304426,C0003811,contraindicated_with_disease,MED-RT
C0304426,C0020651,may_treat,MED-RT
C0304428,C0016167,may_treat,MED-RT
C0304428,C0017612,may_treat,MED-RT
C0304428,C0020649,may_treat,MED-RT
C0304428,C0033775,may_treat,MED-RT
C0304428,C0035460,may_treat,MED-RT
C0304428,C0039240,may_treat,MED-RT
C0304428,C0042514,contraindicated_with_disease,MED-RT
C0304441,C0003811,contraindicated_with_disease,MED-RT
C0304441,C0030920,contraindicated_with_disease,MED-RT
C0304441,C0034067,may_treat,MED-RT
C0304489,C0018801,may_treat,MED-RT
C0304520,C0002726,contraindicated_with_disease,MED-RT
C0304520,C0003469,may_treat,MED-RT
C0304520,C0018801,may_prevent,MED-RT
C0304520,C0018801,may_treat,MED-RT
C0304520,C0036980,may_treat,MED-RT
C0304520,C0039240,may_treat,MED-RT
C0304520,C0042510,contraindicated_with_disease,MED-RT
C0304520,C0042514,contraindicated_with_disease,MED-RT
C0304521,C0007193,may_treat,MED-RT
C0304521,C0018801,may_treat,MED-RT
C0304521,C0036980,may_treat,MED-RT
C0304526,C0017601,contraindicated_with_disease,MED-RT
C0304526,C0040517,may_treat,MED-RT
C0304526,C0041948,contraindicated_with_disease,MED-RT
C0304527,C0023895,contraindicated_with_disease,MED-RT
C0304539,C0017168,may_treat,MED-RT
C0304539,C0018834,may_treat,MED-RT
C0304539,C0042109,may_treat,MED-RT
C0304554,C0003615,contraindicated_with_disease,MED-RT
C0304554,C0004604,may_treat,MED-RT
C0304554,C0009806,may_treat,MED-RT
C0304554,C0011991,contraindicated_with_disease,MED-RT
C0304554,C0011991,may_treat,MED-RT
C0304554,C0021843,contraindicated_with_disease,MED-RT
C0304556,C0009806,may_prevent,MED-RT
C0304556,C0009806,may_treat,MED-RT
C0304556,C0011991,may_treat,MED-RT
C0304561,C0011849,contraindicated_with_disease,MED-RT
C0304561,C0019087,contraindicated_with_disease,MED-RT
C0304568,C0042963,may_prevent,MED-RT
C0304568,C0042963,may_treat,MED-RT
C0304572,C0010200,may_treat,MED-RT
C0304594,C0026946,may_prevent,MED-RT
C0304594,C0026946,may_treat,MED-RT
C0304594,C0040259,may_treat,MED-RT
C0304612,C0033774,may_treat,MED-RT
C0304631,C0038814,may_prevent,MED-RT
C0304632,C0038814,may_prevent,MED-RT
C0304657,C0028840,may_prevent,MED-RT
C0304657,C0028840,may_treat,MED-RT
C0304658,C0003873,may_treat,MED-RT
C0304658,C0026205,may_prevent,MED-RT
C0304658,C0026205,may_treat,MED-RT
C0304658,C0029408,may_treat,MED-RT
C0304713,C0001122,contraindicated_with_disease,MED-RT
C0304713,C0001621,contraindicated_with_disease,MED-RT
C0304713,C0017601,may_treat,MED-RT
C0304713,C0020621,contraindicated_with_disease,MED-RT
C0304713,C0023895,contraindicated_with_disease,MED-RT
C0304783,C0023895,contraindicated_with_disease,MED-RT
C0304783,C0025322,may_treat,MED-RT
C0304783,C0085215,may_treat,MED-RT
C0304894,C0162316,contraindicated_with_disease,MED-RT
C0304925,C0002871,contraindicated_with_disease,MED-RT
C0304925,C0004623,may_treat,MED-RT
C0304925,C0018801,contraindicated_with_disease,MED-RT
